Unlimited_Data,Streaming_TV,Streaming_Music,Streaming_Movies,Premium_Tech_Support,Number_of_Referrals,Tenure_in_Months,Total_Charges,Monthly_Charge,Total_Long_Distance_Charges,Customer_Status
1,0,0,0,0,0,11,608.0,53.75,165.33,1
1,0,0,0,0,0,24,470.2,19.55,255.36,0
1,1,1,1,0,1,11,1078.9,94.0,282.37,1
1,0,0,0,0,0,8,572.85,69.7,334.8,0
0,1,1,1,1,0,54,4735.2,87.1,1001.16,0
1,0,0,0,0,0,67,1790.35,25.6,1120.24,0
1,0,0,0,0,6,58,1160.75,20.3,998.18,0
1,1,0,0,1,0,25,2199.05,85.9,294.75,0
1,0,0,0,0,7,56,1261.7,24.3,1187.76,0
1,1,0,0,1,5,35,3165.6,89.7,53.55,0
1,0,0,0,0,0,10,799.65,74.75,56.3,1
1,1,1,1,1,0,62,4981.15,80.4,3020.64,0
1,0,0,0,0,0,39,762.45,-10.0,1161.81,0
1,0,0,0,0,9,12,959.9,84.6,468.0,0
1,0,1,1,1,1,41,3326.2,79.9,1855.66,1
1,0,0,0,0,0,15,1133.9,74.2,352.95,1
1,0,0,0,0,4,50,2614.1,54.9,516.5,0
1,0,0,0,0,0,1,44.45,44.45,23.34,0
1,0,0,0,0,0,12,266.6,20.4,278.4,0
1,1,1,1,1,1,53,3184.25,60.45,0.0,1
1,0,0,0,0,0,52,1107.2,21.0,1471.6,0
0,0,1,1,0,8,40,2283.3,55.8,1142.4,0
1,0,1,1,1,1,11,740.8,66.35,172.59,1
0,1,0,0,0,0,1,79.5,79.5,48.97,1
1,0,0,0,0,0,22,450.65,20.85,225.5,0
1,0,0,0,1,0,23,947.4,40.65,0.0,0
1,0,0,0,0,0,1,45.65,45.65,14.12,1
0,0,0,0,0,0,6,434.1,74.4,53.46,1
1,0,0,0,1,0,62,2618.3,43.7,0.0,0
1,0,0,0,0,0,1,49.8,49.8,38.21,0
1,1,1,1,1,6,67,7344.45,109.7,1187.24,0
1,1,1,1,0,0,30,3021.3,97.0,365.1,0
1,0,0,0,0,0,41,835.15,20.65,1296.42,0
1,1,1,1,0,0,1,89.35,89.35,5.36,0
1,1,0,0,0,8,47,2723.4,58.6,150.4,0
0,0,0,0,1,4,31,1498.55,49.2,37.2,0
0,0,0,0,1,0,1,62.05,62.05,47.83,1
1,0,0,0,0,0,2,42.45,20.45,94.38,0
1,0,0,0,1,1,45,2553.7,54.65,2034.45,0
1,0,0,0,0,0,1,50.9,50.9,6.95,1
0,1,1,1,1,0,6,348.8,63.4,0.0,0
0,1,0,1,1,0,19,2007.25,105.0,151.05,0
0,0,1,1,0,1,29,2745.2,95.9,1026.02,1
1,0,0,0,0,0,48,982.95,20.15,1616.64,0
1,0,0,0,0,0,1,20.3,20.3,4.09,0
1,0,0,0,0,1,42,1014.25,22.95,585.9,0
1,0,0,0,0,9,56,1468.9,24.95,1627.36,0
1,0,0,0,1,0,5,417.75,82.75,148.7,0
1,0,0,0,1,4,56,4793.8,85.85,642.88,0
1,1,1,1,1,0,72,8164.1,113.4,184.32,0
1,0,1,1,0,8,64,5980.75,92.85,2398.08,0
1,0,0,0,0,0,1,20.2,20.2,41.1,0
1,0,0,0,0,4,45,3775.85,81.4,71.55,0
1,1,0,0,1,5,23,1347.15,60.0,31.97,0
1,1,0,1,0,1,43,4414.3,103.0,749.49,1
1,0,0,0,1,6,43,3539.25,84.25,653.6,0
1,0,0,0,1,0,21,780.15,36.0,0.0,0
0,0,0,0,0,0,46,3847.6,84.25,1990.42,0
1,1,0,0,0,0,4,367.95,90.65,126.28,0
1,1,1,1,0,2,42,4599.15,105.2,1485.96,0
1,0,0,0,0,3,16,321.4,20.4,728.64,0
1,0,0,0,0,6,52,1345.85,25.75,2574.52,0
1,0,0,0,0,1,3,91.7,-4.0,0.0,1
1,0,0,0,0,2,3,130.15,46.1,7.98,0
1,1,1,1,0,0,19,1777.9,95.9,622.63,1
1,1,0,0,0,0,55,2479.05,44.85,0.0,0
1,0,0,0,0,0,24,498.1,19.75,821.76,0
1,1,0,0,0,1,17,792.15,44.45,0.0,0
1,0,0,0,0,0,2,82.7,44.45,37.4,0
1,0,0,0,0,1,22,1573.95,75.0,854.04,0
1,0,0,0,0,0,56,1126.75,19.95,2736.72,0
1,0,0,0,0,1,1,19.45,19.45,28.73,1
1,0,0,0,0,7,8,161.15,19.55,178.72,0
1,1,0,0,0,3,4,307.4,80.35,129.72,1
1,0,0,0,1,11,72,3139.8,45.25,0.0,0
1,1,1,1,1,1,45,5032.25,113.3,1509.3,0
0,1,0,0,0,0,5,420.45,85.3,228.7,0
1,0,1,1,0,6,2,113.1,62.15,96.78,0
1,0,0,0,0,0,62,1123.65,19.2,1489.86,0
1,1,1,1,0,4,59,2997.45,50.25,0.0,0
1,0,0,0,0,9,6,323.45,45.65,34.14,0
1,0,0,0,0,2,33,838.5,24.25,329.01,0
1,0,0,0,0,5,17,646.05,35.65,0.0,0
1,0,0,0,0,0,31,683.25,20.95,985.49,0
1,0,1,1,0,1,27,2510.2,95.55,1066.23,1
1,0,0,0,0,0,14,299.3,20.05,128.66,0
0,0,0,0,1,0,3,214.4,82.3,134.91,0
1,0,0,0,0,0,5,331.9,70.25,11.35,1
1,1,1,1,0,10,47,3522.65,73.6,664.58,0
0,1,1,1,1,4,70,7689.8,110.2,385.7,0
1,0,1,1,0,0,29,1912.15,66.1,518.23,0
1,1,1,1,0,0,6,560.6,98.25,284.1,1
1,0,0,0,0,0,24,1218.25,49.7,89.28,0
1,0,0,0,0,3,45,929.2,20.35,1756.35,0
1,1,1,1,1,0,64,6889.8,104.65,1660.8,0
1,0,0,0,0,0,5,351.5,68.95,93.25,0
1,0,0,0,0,8,6,138.85,19.85,142.38,0
1,1,0,0,1,9,45,3541.1,81.3,459.45,0
0,0,0,0,1,7,69,4254.1,64.15,2751.72,0
1,1,0,0,0,0,23,2169.8,90.05,81.65,1
1,1,0,0,0,5,68,5974.3,89.95,1928.48,0
1,0,0,0,0,0,70,1341.5,19.7,700.0,0
1,0,0,0,1,10,69,4059.85,61.4,2695.83,0
1,1,1,1,0,0,24,2407.3,98.75,904.56,1
1,1,1,1,1,6,65,7118.9,108.05,2687.1,0
1,1,0,0,1,0,5,214.75,45.4,0.0,0
1,1,0,0,1,0,41,3729.75,89.55,1854.02,0
1,1,1,1,0,0,7,713.0,98.05,64.75,1
1,0,0,0,0,1,1,19.0,19.0,28.28,0
1,0,0,0,0,0,62,3487.95,56.15,493.52,0
1,0,1,1,1,0,6,567.45,98.15,121.56,1
1,0,0,0,0,0,66,1699.15,25.45,2126.52,0
1,0,0,0,0,0,1,69.35,69.35,45.86,1
1,0,0,0,0,0,11,237.7,20.05,295.35,0
0,1,1,1,1,0,52,5731.4,109.3,1081.6,0
1,0,0,0,0,0,7,144.95,19.3,51.24,0
1,1,1,1,0,0,67,5293.4,79.7,2865.59,1
1,1,0,0,0,0,46,4664.2,95.65,1407.6,0
1,0,0,0,0,0,1,49.8,49.8,3.97,0
1,1,0,1,0,0,56,5264.3,94.8,591.92,0
1,0,0,0,0,7,54,1230.9,24.05,2245.32,0
1,1,0,0,0,0,52,4738.3,91.25,1628.12,0
1,1,0,1,0,0,21,1973.75,94.25,444.15,1
1,0,1,1,0,0,12,947.3,78.1,510.6,1
1,1,0,0,1,0,48,4627.85,95.5,1417.92,1
1,0,0,0,0,2,55,1153.25,19.35,1358.5,0
1,1,0,0,1,1,70,5536.5,79.15,2754.5,0
1,0,1,0,0,0,1,48.95,48.95,34.4,1
1,1,1,1,1,7,72,7962.2,110.6,311.04,0
1,0,0,0,0,1,72,1723.95,23.55,133.92,0
1,0,0,0,0,0,1,20.45,20.45,30.09,0
1,0,0,0,0,0,42,2421.75,55.65,1134.0,0
1,0,0,0,1,5,35,1916.0,54.95,1476.3,0
1,0,0,0,0,0,1,50.75,50.75,24.66,0
1,0,0,0,1,0,50,1748.9,35.4,0.0,0
1,1,1,1,1,0,52,5138.1,102.7,2305.68,0
0,0,0,0,1,1,48,2985.25,60.6,2146.56,0
1,0,0,0,0,1,18,1438.05,74.8,779.22,0
1,0,0,0,0,9,36,930.95,25.1,1252.44,0
1,1,1,1,0,0,38,3187.65,84.1,954.18,0
1,1,1,1,1,0,13,931.55,73.35,532.87,0
1,0,0,0,0,0,18,1411.65,80.55,698.22,0
1,0,0,0,0,6,1,76.4,76.4,41.16,1
1,1,1,1,0,8,58,6526.65,110.65,2201.1,0
1,1,1,1,1,1,72,8543.25,116.4,2077.92,0
1,0,1,1,0,0,35,2096.1,62.1,75.25,0
1,0,0,0,0,6,8,203.95,24.4,185.44,0
1,0,0,0,1,3,3,101.1,35.1,0.0,0
1,0,0,0,0,0,3,57.2,19.85,9.36,0
1,0,0,0,0,3,3,200.2,69.55,5.01,0
1,0,0,0,0,0,5,122.0,20.35,40.05,0
1,0,0,0,0,0,17,440.2,25.65,0.0,0
1,1,0,0,0,4,21,1125.2,54.6,360.99,0
1,1,0,1,0,0,48,4744.35,99.0,281.76,0
1,0,0,0,0,0,39,791.15,19.9,1872.78,0
1,0,0,0,0,9,28,543.0,19.9,613.48,0
1,1,0,1,1,9,64,7099.0,111.6,1045.12,0
1,0,0,0,0,1,71,1810.55,24.7,1383.79,0
1,0,0,0,0,0,13,956.65,73.75,390.78,0
1,0,1,0,0,3,7,149.05,-7.0,0.0,0
1,1,1,1,0,10,45,2333.85,50.9,0.0,0
1,1,0,0,0,0,12,979.05,85.15,191.64,0
1,0,1,1,0,10,34,3097.0,90.05,681.7,0
1,0,0,0,0,0,13,347.25,31.05,0.0,1
1,0,0,0,0,0,1,20.0,20.0,46.77,1
1,0,0,0,1,0,4,118.4,30.5,0.0,0
0,1,1,1,0,0,4,174.3,44.55,0.0,1
1,0,0,0,0,0,65,1725.0,25.1,1327.95,0
1,1,1,1,1,1,71,7904.25,109.7,707.16,0
1,0,0,0,0,0,3,215.8,74.4,71.46,1
1,0,0,0,0,0,1,20.55,20.55,7.32,0
1,0,0,0,0,0,33,689.75,20.35,477.84,0
1,0,0,0,1,6,72,4758.8,66.85,1054.8,0
1,1,1,1,1,3,14,1181.75,81.95,72.38,0
1,1,0,0,1,1,45,4525.8,98.7,107.1,0
1,1,1,1,0,0,37,3545.35,101.9,889.48,1
1,1,0,0,0,0,53,5311.85,98.6,1557.67,0
1,0,0,0,0,0,41,1841.9,45.2,1596.54,0
1,1,1,1,1,1,55,4657.95,85.1,461.45,0
1,0,0,0,1,1,45,2319.8,54.15,1891.8,1
1,0,1,0,1,0,13,610.75,50.55,441.35,0
1,0,0,0,0,0,1,19.45,19.45,48.96,1
1,1,1,1,0,0,51,4905.75,94.0,211.14,0
1,0,0,0,0,7,56,1431.65,24.45,1844.08,0
1,1,1,1,0,9,7,465.7,-3.0,0.0,0
1,1,1,1,1,0,8,847.3,103.35,157.44,1
1,1,1,1,0,0,54,5639.05,103.95,2347.38,1
1,1,0,0,0,3,6,355.1,54.85,181.02,0
1,1,0,0,0,1,8,680.05,83.55,258.56,1
1,0,0,0,0,0,71,1873.7,25.05,3183.64,0
1,0,0,0,1,0,46,3958.85,84.8,187.68,0
1,0,1,1,1,0,5,339.9,65.6,43.0,0
1,0,1,1,0,0,2,178.7,-5.0,48.1,1
1,0,1,1,0,1,53,5029.2,93.9,1655.72,1
1,0,0,0,0,0,1,69.4,69.4,38.53,1
1,0,0,1,0,3,23,2024.1,90.0,725.19,0
1,1,1,1,0,0,22,2415.95,100.65,625.24,0
1,1,0,0,0,0,13,1244.5,96.65,221.26,1
1,0,0,0,0,0,6,161.45,29.45,0.0,0
1,0,0,0,0,0,2,81.0,45.85,39.04,1
1,0,0,0,0,0,44,819.95,19.55,632.28,0
1,0,0,0,1,0,17,1556.85,92.7,846.26,0
1,0,0,0,1,1,9,663.05,65.0,57.15,1
1,0,0,0,0,0,1,79.55,79.55,5.1,1
1,0,0,0,0,4,55,1087.25,20.0,1721.5,0
1,0,0,0,0,0,50,1306.3,25.2,1571.5,0
1,0,0,0,1,0,66,4378.9,65.7,2119.92,0
0,1,1,1,1,0,40,2236.2,54.55,0.0,0
1,0,0,0,0,0,1,50.55,50.55,22.56,1
1,1,0,0,1,0,3,195.65,64.4,114.15,0
1,0,0,0,0,0,10,163.2,18.85,410.4,0
1,1,1,1,0,0,5,462.8,94.85,200.75,1
1,0,0,0,1,2,61,4158.25,-6.0,2580.91,0
1,0,0,0,1,1,57,3450.15,59.75,2809.53,0
1,1,1,1,0,1,2,147.8,69.0,54.82,0
1,0,0,0,1,6,15,867.1,59.65,365.4,0
1,1,0,0,0,0,41,2894.55,70.2,564.16,0
1,0,0,0,0,3,7,150.75,20.45,40.88,0
1,0,1,1,0,3,56,4557.5,80.9,2586.08,0
1,1,1,1,0,0,33,3645.5,107.55,1639.77,0
1,1,1,1,1,2,72,8003.8,108.5,2767.68,0
1,0,0,0,0,0,1,25.7,25.7,43.84,0
1,0,0,0,0,5,16,825.1,54.55,568.48,0
1,0,0,0,0,0,50,1782.4,35.0,0.0,0
1,0,0,0,0,0,15,631.4,48.85,203.7,0
1,0,1,1,0,1,58,5435.6,93.4,211.7,1
0,1,0,0,0,0,2,171.45,91.45,98.82,0
1,0,1,1,0,0,10,846.0,80.25,271.0,1
1,1,0,1,0,1,40,4086.3,101.85,114.0,1
1,0,1,1,0,0,25,2043.45,84.8,207.75,1
1,0,0,0,0,6,16,1195.75,73.25,640.48,0
1,0,0,0,0,0,1,19.95,19.95,38.84,0
1,0,1,1,1,0,48,4445.3,95.4,199.2,0
1,0,0,0,1,10,67,6038.55,89.55,1225.43,0
1,0,0,0,0,0,15,1111.85,79.75,642.45,1
1,0,0,0,0,9,1,20.35,20.35,30.09,0
1,1,1,1,1,1,60,6640.7,110.8,1813.8,0
1,0,0,0,0,0,1,70.6,70.6,36.12,0
1,0,0,0,1,0,12,832.3,67.25,549.6,0
1,0,0,1,0,2,26,1597.4,60.7,445.12,0
1,0,0,0,0,5,26,2015.8,79.3,977.6,0
1,1,1,1,0,6,37,2911.8,79.25,342.62,0
1,1,0,0,0,1,14,941.0,64.7,285.6,1
1,0,0,0,0,0,1,18.85,18.85,7.8,0
1,1,1,1,1,1,60,4663.4,-9.0,2385.6,0
1,0,0,0,0,0,8,161.95,19.2,248.16,0
1,1,0,0,0,0,1,79.55,79.55,4.04,1
1,0,0,0,0,8,71,1301.1,19.7,1055.06,0
1,1,1,1,1,7,60,4543.95,76.95,1632.0,0
1,0,0,0,0,0,70,1856.4,26.05,2193.1,0
1,0,1,1,1,2,24,2210.2,89.25,245.52,0
1,1,0,0,0,10,50,2021.35,39.45,0.0,0
0,1,0,0,0,0,5,389.6,81.0,101.0,1
1,1,0,0,1,0,40,2460.35,64.1,805.2,0
0,1,1,1,0,0,12,1046.1,94.2,153.0,1
1,0,0,0,1,0,24,1938.05,84.35,619.44,0
1,0,0,0,0,0,2,134.7,69.8,75.44,1
1,0,0,0,0,7,40,2058.5,50.15,972.0,0
1,0,0,0,0,10,34,894.3,24.95,857.14,0
1,1,1,1,1,0,49,5069.65,100.6,929.53,1
1,0,1,1,0,0,1,35.55,35.55,0.0,1
1,0,0,0,0,0,26,2193.0,80.7,536.64,0
1,0,0,0,0,10,59,4903.15,82.95,248.39,0
1,1,1,1,1,1,61,3778.85,62.15,0.0,0
1,0,0,0,0,0,10,436.2,45.8,154.5,0
1,0,0,0,0,6,30,711.9,21.25,1200.0,0
1,1,1,1,0,0,3,206.15,77.4,133.26,0
1,1,1,1,1,4,31,3243.45,104.2,115.63,1
1,1,0,0,1,0,57,4003.0,69.85,640.11,0
1,0,0,0,0,0,1,45.25,45.25,11.89,0
1,1,1,1,1,2,57,5969.85,107.95,956.46,0
1,0,1,1,1,1,52,5088.4,95.65,464.88,0
1,1,1,1,0,9,24,2263.45,96.55,498.72,0
1,0,0,0,0,6,1,19.4,19.4,48.79,0
1,0,0,0,0,0,1,72.1,72.1,7.77,0
1,1,1,1,1,0,67,3579.15,53.4,0.0,0
1,0,0,0,0,0,1,25.25,25.25,0.0,0
1,1,1,1,0,1,61,5673.7,96.5,1339.56,0
1,0,0,0,1,1,49,1782.0,35.8,0.0,0
1,0,1,1,1,0,8,574.5,66.05,268.32,0
1,0,0,0,0,7,60,3694.45,60.5,2594.4,0
1,0,1,1,0,0,20,1671.6,81.45,463.6,0
1,0,0,0,0,3,3,49.65,20.0,93.18,0
1,0,0,0,0,0,2,41.2,20.3,25.36,0
0,0,0,0,0,0,1,75.35,75.35,32.82,1
1,0,0,0,0,0,9,484.05,50.1,248.76,0
1,1,1,1,1,10,65,6725.5,105.85,2371.85,0
1,1,1,1,0,0,63,6780.1,108.25,325.71,0
1,1,1,1,1,1,61,5526.75,88.1,2878.59,0
1,0,0,0,0,8,25,546.85,-8.0,489.0,0
1,0,0,0,1,0,51,3043.6,59.9,502.35,0
1,1,1,1,0,8,67,6733.15,100.9,2104.47,0
1,0,0,0,0,0,2,188.1,80.55,10.6,0
1,0,0,0,0,1,24,609.05,24.2,176.88,0
1,0,0,0,0,0,2,53.15,18.75,9.84,0
1,0,1,1,1,4,37,2658.4,72.1,1570.65,0
0,1,0,0,0,0,3,232.35,80.5,80.58,0
1,0,0,0,0,0,1,19.4,-8.0,3.14,1
1,0,1,1,1,0,38,2354.8,62.3,1755.98,1
1,0,0,0,0,0,41,806.95,19.75,1535.86,0
1,0,0,0,0,0,10,435.4,44.85,495.8,1
0,0,1,1,1,4,37,3419.3,90.35,258.63,0
1,1,0,0,0,0,26,1800.05,69.5,660.4,0
1,1,1,1,0,1,40,4178.65,106.0,1178.4,0
1,1,0,0,0,1,1,78.8,78.8,28.04,1
1,0,1,1,0,0,59,5084.65,85.55,407.69,1
1,0,0,0,0,10,45,1088.25,24.45,2128.95,0
1,0,0,0,0,6,30,1588.7,54.45,374.7,0
1,0,1,1,1,9,64,4378.8,68.3,1490.56,0
1,1,1,1,0,0,55,5283.95,96.8,2605.9,1
1,0,1,1,0,1,52,2020.9,39.9,0.0,0
1,0,0,0,0,0,2,38.45,24.3,0.0,0
1,0,0,0,0,0,14,727.85,51.45,336.56,0
1,0,1,1,1,2,58,5563.65,94.35,290.58,0
1,0,0,0,0,0,1,74.95,74.95,30.07,1
0,0,0,0,1,7,57,3509.4,59.6,829.35,0
1,1,0,0,0,0,3,169.45,54.7,8.64,1
1,0,0,0,0,6,30,789.55,25.1,1416.3,0
1,0,1,1,1,0,26,1147.0,45.8,0.0,0
0,1,1,1,1,0,17,1445.95,80.85,780.64,0
1,0,0,0,0,0,1,80.2,80.2,1.23,1
1,1,1,1,1,0,26,1362.85,54.55,0.0,0
1,0,0,0,0,8,1,20.65,20.65,35.24,0
1,0,1,1,0,2,65,6126.15,94.4,2490.8,0
1,1,1,1,1,2,26,2083.1,82.0,954.46,0
1,0,0,1,0,1,6,474.9,84.35,172.26,1
1,0,1,0,0,0,9,639.65,74.25,124.74,1
1,0,0,0,0,1,72,1864.2,25.75,2882.88,0
1,0,0,0,1,0,67,3870.0,60.5,2411.33,0
1,1,1,1,0,0,14,1273.3,95.6,526.68,0
1,1,1,1,1,10,72,5986.55,84.2,2724.48,0
1,1,1,1,0,0,5,229.4,50.95,0.0,0
1,0,0,0,0,0,10,208.25,19.75,202.9,0
1,0,0,0,1,4,20,825.4,39.4,0.0,0
1,1,0,1,0,0,7,574.35,89.15,114.52,0
1,1,0,1,0,0,10,898.35,95.35,413.7,1
1,1,1,1,1,1,72,8477.7,116.85,2291.76,0
1,0,0,0,0,3,19,962.9,49.6,140.98,0
1,0,1,1,0,5,33,3092.0,93.35,1048.08,0
1,1,1,1,1,5,72,4784.45,65.2,0.0,0
1,0,0,0,0,0,25,527.5,19.9,34.0,0
0,0,0,0,0,0,1,24.7,24.7,0.0,0
1,0,0,0,0,4,63,1245.6,19.55,672.21,0
1,0,0,0,0,5,72,1432.55,20.55,2671.92,0
0,1,0,0,1,0,69,5502.55,79.45,1825.05,0
0,1,0,1,0,0,11,1120.3,95.0,127.49,1
1,1,1,1,1,1,31,2484.0,79.3,96.72,0
1,1,1,1,1,1,42,3088.25,73.15,621.6,0
1,0,0,0,1,6,23,1221.55,54.25,895.39,0
1,1,1,1,1,9,70,4039.3,57.8,0.0,0
1,0,0,0,0,0,52,1022.95,20.65,1172.6,0
1,0,0,0,1,8,72,4760.3,66.75,1628.64,0
0,1,1,1,0,1,25,2178.6,90.4,881.75,1
1,1,1,1,1,0,63,7002.95,109.85,1197.63,0
0,1,1,1,1,0,25,2395.7,95.15,745.25,0
1,1,0,0,0,2,1,79.35,79.35,23.63,1
0,1,1,1,1,1,70,7968.85,115.65,1201.9,1
1,1,0,0,0,0,6,521.3,90.1,6.9,1
1,0,1,1,0,0,1,79.25,79.25,19.98,1
1,1,0,0,0,0,15,931.9,56.15,98.4,0
1,1,1,1,0,0,58,5720.95,99.15,1894.86,0
1,0,0,0,0,0,6,106.8,19.5,12.18,0
1,0,0,0,1,1,44,2924.05,-7.0,1657.92,0
1,0,0,0,0,0,12,260.7,20.15,320.04,0
1,0,0,0,0,0,67,1311.75,19.95,1026.44,0
1,0,0,0,0,0,7,168.65,19.4,64.33,0
1,0,0,0,0,0,1,20.05,20.05,18.15,0
1,1,1,1,0,0,28,2688.45,100.2,346.08,0
1,0,0,0,0,0,45,2298.55,50.9,872.55,0
1,0,0,0,0,0,1,19.2,19.2,17.89,0
1,0,0,0,0,9,7,529.5,69.95,247.94,1
1,1,1,1,1,3,33,2405.05,73.9,1099.56,1
1,1,1,1,0,0,71,7382.25,106.7,1041.57,0
1,1,1,1,0,0,57,6465.0,112.95,2785.02,1
0,0,1,1,0,0,66,5976.9,89.4,3219.48,0
1,0,0,0,0,0,3,220.4,70.3,29.22,0
0,1,0,0,0,1,47,4018.05,84.95,1987.63,0
1,1,0,0,1,0,19,1375.6,75.9,152.38,0
1,1,0,0,1,8,65,6643.5,100.15,2380.3,0
1,1,1,1,0,0,60,6067.4,101.15,603.0,0
1,1,1,1,0,6,55,5276.1,94.75,1371.15,0
1,0,0,0,0,0,43,876.15,19.55,136.74,0
1,0,0,0,0,1,40,1716.45,42.35,0.0,1
1,0,1,1,0,0,2,169.8,85.7,28.14,1
1,1,1,1,0,9,48,5315.1,111.45,1073.28,0
1,0,0,0,0,8,17,412.6,25.15,769.08,0
1,0,1,1,0,0,48,2108.35,45.55,0.0,0
1,0,0,0,0,10,27,1421.75,48.7,243.27,0
1,0,0,0,0,5,33,669.45,20.05,136.95,0
1,1,1,1,1,10,35,2661.1,73.45,468.65,0
1,1,1,1,0,1,71,7113.75,100.55,2012.14,0
1,1,0,0,0,0,3,220.95,86.85,55.14,1
1,0,0,0,0,10,42,867.3,19.35,1441.86,0
1,1,0,1,0,0,70,3264.45,45.25,0.0,1
0,1,1,1,1,1,15,1539.8,103.45,279.0,0
1,0,0,0,0,0,3,238.1,74.75,37.5,0
1,1,1,1,1,0,3,293.65,98.7,98.28,1
1,1,1,1,1,8,64,6794.75,105.4,3152.64,0
1,1,1,1,0,0,3,266.8,92.0,46.8,0
1,1,1,1,0,0,4,442.85,99.8,50.72,1
1,0,0,0,0,0,43,779.25,19.65,288.53,0
1,0,0,0,0,0,1,19.05,19.05,5.02,0
1,0,0,0,0,0,1,49.85,49.85,42.55,0
1,0,1,1,0,0,54,2431.95,46.2,0.0,0
1,0,1,0,0,0,41,2868.05,70.25,1671.98,1
1,0,0,0,0,0,68,1498.85,24.15,2569.72,0
1,0,0,0,0,0,1,46.3,-4.0,48.22,1
1,0,0,0,1,5,67,2545.7,35.7,0.0,0
0,1,0,1,0,0,54,5295.7,99.05,2077.92,0
1,1,0,0,1,0,16,916.15,54.85,0.0,0
1,1,1,1,1,10,72,8182.75,113.65,2088.0,0
1,1,1,1,1,7,69,7895.15,113.25,2292.87,0
1,0,0,0,0,0,72,1734.65,24.1,1414.08,0
1,0,0,0,0,1,32,593.2,19.3,1448.32,0
1,1,1,1,1,3,70,6293.2,89.0,2326.8,0
1,1,1,1,0,0,41,3990.6,98.05,1196.79,0
1,1,1,1,0,0,7,701.3,94.1,51.59,0
1,0,1,1,1,0,3,213.35,71.1,111.0,0
1,0,0,0,0,2,4,129.6,29.05,0.0,0
0,0,0,0,0,1,5,343.95,-1.0,33.3,1
1,0,1,1,0,0,1,86.0,86.0,28.82,1
1,0,0,0,0,0,39,3017.65,75.25,1410.63,1
1,1,0,1,0,4,67,6079.0,94.65,482.4,0
1,1,0,1,0,0,52,5839.3,108.1,572.52,0
1,1,1,1,0,0,34,3587.25,109.8,271.66,1
1,1,1,1,0,1,44,2390.45,54.3,0.0,0
1,0,0,0,0,0,2,46.35,19.35,88.68,0
1,0,0,0,0,0,1,19.3,19.3,25.62,1
1,0,0,0,0,0,2,42.7,20.05,80.56,0
1,0,0,0,0,5,64,5017.7,80.3,951.68,0
1,1,1,1,0,5,40,3015.75,74.55,554.4,0
0,1,1,1,0,0,1,90.55,90.55,15.44,1
1,0,0,0,0,0,5,109.8,20.25,39.15,0
1,1,1,1,0,0,23,2192.9,-1.0,1108.83,0
1,0,0,0,0,0,7,419.35,51.3,77.07,0
1,0,0,0,0,10,72,1421.9,19.7,2013.84,0
1,1,0,0,0,9,61,3965.05,65.2,2397.91,0
1,1,1,1,0,8,60,6157.6,102.5,1153.2,0
1,0,0,0,0,0,56,1334.0,24.9,144.48,1
1,0,0,0,0,3,33,579.4,20.1,937.2,0
1,0,0,0,0,1,1,69.15,69.15,2.2,1
1,1,0,0,0,9,50,5265.5,101.9,724.5,0
1,0,0,0,0,0,59,1099.6,19.35,1571.17,1
1,0,1,1,0,1,32,2642.05,85.0,191.68,1
1,1,1,1,0,1,13,1222.8,88.35,231.79,1
1,0,0,0,0,0,32,707.5,-6.0,1176.96,0
1,0,0,0,0,0,1,20.2,20.2,13.27,1
1,1,0,0,0,7,71,4982.5,69.2,3449.89,0
1,0,0,0,0,0,34,2524.45,73.95,52.7,1
1,0,0,0,0,1,1,70.0,70.0,38.8,1
1,0,0,0,0,0,52,2790.65,53.75,2490.8,0
1,0,0,0,0,4,72,1709.15,24.05,3476.88,0
1,1,1,1,1,0,32,3183.4,96.2,806.72,1
1,0,1,1,0,0,43,2548.55,60.0,930.52,0
1,0,0,0,0,6,2,143.9,69.95,58.2,0
1,0,0,0,0,0,40,854.9,20.4,1056.4,0
1,0,0,0,0,0,1,19.15,19.15,22.37,0
1,1,0,1,0,0,60,6176.6,101.4,2935.2,0
1,0,0,0,1,0,6,288.05,50.8,131.46,1
0,1,0,0,0,0,13,1033.95,78.3,415.09,0
0,1,0,1,0,0,30,2967.35,99.7,1308.3,1
1,0,1,1,1,0,12,1095.65,89.4,209.52,1
1,1,0,0,0,0,1,59.85,59.85,22.05,1
1,1,1,1,0,6,29,2211.8,80.1,195.17,0
1,1,1,1,0,0,58,6145.85,106.45,869.42,1
1,0,0,0,0,0,18,550.35,33.6,0.0,0
1,0,0,0,0,0,2,35.1,20.35,4.92,0
1,0,0,0,0,0,1,48.45,48.45,16.42,0
1,0,0,0,0,0,7,344.2,45.75,287.98,0
1,1,1,1,0,10,34,3414.65,100.45,1199.86,0
1,0,1,1,1,0,50,3418.2,69.5,1352.0,0
1,0,0,0,1,0,29,926.2,31.2,0.0,0
0,0,1,1,1,0,47,3007.25,63.8,1412.82,0
1,1,1,1,0,1,63,6444.05,102.4,1118.25,0
1,0,0,1,1,0,2,180.25,95.1,25.92,1
1,0,0,0,0,0,1,19.65,19.65,27.88,0
0,0,0,0,0,0,10,688.65,72.85,54.6,1
1,0,0,0,1,0,37,973.55,28.6,0.0,1
1,0,1,1,0,0,15,603.0,38.8,0.0,0
1,1,0,0,1,8,56,2884.9,52.0,0.0,0
1,0,0,0,0,0,7,604.7,79.65,282.24,1
